Date,New Deaths per Million,Total Deaths per Million,CFR,Cumulative Estimated Daily Excess Deaths per Million,Estimated Daily Excess Deaths per Million,Cumulative Excess Deaths to Case Deaths,Cumulative Mean Excess Deaths to Case Deaths,Estimated Daily CFR,Estimated Cumulative CFR
2020-01-01,0.0,0.0,4.654900377813773,0.45502792676695836,0.06500399044643221,4396.398462999747,4396.398462999747,2316.4636758250326,26930.088723789984
2020-01-04,0.0,0.0,4.654900377813773,0.6108917811416028,0.06552523394433275,4396.398462999747,4396.398462999747,2316.4636758250326,26930.088723789984
2020-01-05,0.00017403748199303754,0.00017403748199303754,6.125488613107891,0.7651381183385364,0.06581540359184139,4396.398462999747,4396.398462999747,2316.4636758250326,26930.088723789984
2020-01-06,0.0,0.00017403748199303754,6.125488613107891,0.9160660966657675,0.06586259576299472,5263.6138271778445,5263.6138271778445,19225.16021193307,32242.206562175135
2020-01-07,0.0,0.00017403748199303754,6.125488613107891,0.9868970584993993,0.06630657782606962,5670.600649915636,5670.600649915636,36133.85674804111,34735.19971054043
2020-01-08,0.0,0.00017403748199303754,6.125488613107891,1.0544096614633287,0.06650758241278922,6058.52055194358,6058.52055194358,53042.553284149144,37111.39865321054
2020-01-09,0.0,0.00017403748199303754,6.125488613107891,1.1219222644272582,0.0667085869995088,6446.440453971526,6446.440453971526,69951.24982025717,39487.597595880645
2020-01-10,0.0,0.00017403748199303754,6.125488613107891,1.1894348673911874,0.06690959158622839,6834.36035599947,6834.36035599947,86859.94635636521,41863.79653855075
2020-01-11,0.0,0.00017403748199303754,6.125488613107891,1.256947470355117,0.06711059617294797,7222.280258027416,7222.280258027416,103768.64289247325,44239.99548122086
2020-01-12,3.422760957256585e-06,0.0001774602429502941,6.136381859295255,1.3244600733190466,0.06731160075966756,7463.418573646507,7463.418573646507,120677.33942858128,45798.38634365169
2020-01-13,0.0,0.0001774602429502941,6.136381859295255,1.3868114187453802,0.0672493341377188,7814.772456576769,7814.772456576769,112082.54980396257,47954.4279370579
2020-01-14,0.0,0.0001774602429502941,6.136381859295255,1.417073396423942,0.061453764092113006,7985.300667152013,7985.300667152013,103487.76017934385,49000.85415492991
2020-01-15,0.0,0.0001774602429502941,6.136381859295255,1.4421741165649082,0.05539492283783887,8126.744856135779,8126.744856135779,94892.97055472514,49868.80971031261
2020-01-16,0.0,0.0001774602429502941,6.136381859295255,1.4672748367058743,0.04933608158356472,8268.189045119543,8268.189045119543,86298.18093010642,50736.765265695314
2020-01-17,3.422760957256585e-06,0.00018088300390755119,6.145496616309171,1.4923755568468404,0.04327724032929058,8250.501841563786,8250.501841563786,77703.3913054877,50703.43115018283
